epoch,step,G_total,D_X,D_Y
3,32,5.7265472412109375,0.2813388705253601,0.2537970542907715
3,33,6.006476402282715,0.27747654914855957,0.26403576135635376
3,34,6.054787635803223,0.26942190527915955,0.32164424657821655
3,35,5.79431676864624,0.2744002342224121,0.32275456190109253
3,36,4.986098766326904,0.25006309151649475,0.24602225422859192
3,37,6.32011079788208,0.3082469701766968,0.326299250125885
3,38,5.536946773529053,0.282929927110672,0.3472822308540344
3,39,4.781346321105957,0.28849664330482483,0.27096208930015564
3,40,6.184125900268555,0.2722969055175781,0.2570922374725342
3,41,5.329350471496582,0.27995985746383667,0.22427499294281006
3,42,4.957332611083984,0.2867514491081238,0.30968815088272095
3,43,5.486703872680664,0.2672005891799927,0.2695520222187042
3,44,5.377869606018066,0.3281403183937073,0.2709667682647705
3,45,4.440860748291016,0.2804579734802246,0.3169906735420227
3,46,6.013040542602539,0.2662005126476288,0.22726574540138245
3,47,6.135153293609619,0.2403351366519928,0.2879635989665985
3,48,5.951282501220703,0.2411786913871765,0.2446431815624237
3,49,5.143205642700195,0.27317094802856445,0.23790252208709717
3,50,4.972307205200195,0.2291145771741867,0.20484885573387146
3,51,5.43253231048584,0.28641295433044434,0.24702587723731995
3,52,4.269150257110596,0.2504575252532959,0.2150995433330536
4,1,5.007380485534668,0.20876923203468323,0.18855923414230347
4,2,4.839700698852539,0.2894817590713501,0.2504150867462158
4,3,5.582293510437012,0.216009259223938,0.23350171744823456
4,4,5.045869827270508,0.24850134551525116,0.2297283411026001
4,5,6.8864240646362305,0.36834466457366943,0.28615063428878784
4,6,5.688151836395264,0.3557621240615845,0.2443932741880417
4,7,5.630275726318359,0.34677156805992126,0.27565672993659973
4,8,5.551891326904297,0.27091771364212036,0.24490880966186523
4,9,5.723251819610596,0.2706136107444763,0.2378564029932022
4,10,5.793609142303467,0.2765503525733948,0.28219306468963623
4,11,4.299722671508789,0.2899712324142456,0.26660796999931335
4,12,4.422159671783447,0.24047419428825378,0.2085222750902176
4,13,5.178159713745117,0.2834756374359131,0.26152700185775757
4,14,4.887513637542725,0.35020554065704346,0.28957894444465637
4,15,4.717339992523193,0.2708228826522827,0.21004660427570343
4,16,4.993381500244141,0.29511335492134094,0.20974205434322357
4,17,5.0998334884643555,0.3095051646232605,0.29589229822158813
4,18,5.03138542175293,0.2705784738063812,0.27024057507514954
4,19,5.425179481506348,0.29196691513061523,0.2648688554763794
4,20,4.2696733474731445,0.2325190305709839,0.30613720417022705
4,21,5.511326313018799,0.26285475492477417,0.22403484582901
4,22,5.216706275939941,0.3174777626991272,0.2612829804420471
4,23,4.7944793701171875,0.28883856534957886,0.19084617495536804
4,24,5.495667457580566,0.31439778208732605,0.20105257630348206
4,25,4.96835994720459,0.2579600512981415,0.1647208034992218
4,26,6.066579818725586,0.3021126985549927,0.23277661204338074
4,27,5.645356178283691,0.30212363600730896,0.30212077498435974
4,28,4.7468109130859375,0.22670038044452667,0.16024446487426758
4,29,6.44768762588501,0.2536563575267792,0.2598326802253723
4,30,5.861454963684082,0.2211061418056488,0.21678152680397034
4,31,5.215445518493652,0.26090726256370544,0.2799113094806671
4,32,6.410489082336426,0.2767643928527832,0.31463170051574707
4,33,4.319623947143555,0.20160982012748718,0.16518202424049377
4,34,5.884307861328125,0.2700859308242798,0.3050353527069092
4,35,4.338465213775635,0.2985039949417114,0.3358999490737915
4,36,4.748499870300293,0.3133184015750885,0.35873815417289734
4,37,6.47553014755249,0.26055580377578735,0.3002738356590271
4,38,6.143798828125,0.24485144019126892,0.30813053250312805
4,39,5.590126991271973,0.2691984176635742,0.3109856843948364
4,40,4.586642265319824,0.2707487940788269,0.2773442268371582
4,41,6.88502311706543,0.29815417528152466,0.32862094044685364
4,42,6.990230083465576,0.2977451980113983,0.25148096680641174
4,43,5.477357864379883,0.2877904772758484,0.3475693166255951
4,44,4.598785400390625,0.2731664776802063,0.2819536328315735
4,45,5.031017303466797,0.22014884650707245,0.20321720838546753
4,46,5.532587051391602,0.26014333963394165,0.2563396096229553
4,47,4.523748397827148,0.238953098654747,0.3145062327384949
4,48,4.574348449707031,0.21079108119010925,0.20654454827308655
4,49,4.517667770385742,0.3124872148036957,0.2922787070274353
4,50,5.350244522094727,0.27598267793655396,0.28321322798728943
4,51,4.157045364379883,0.2826240658760071,0.2791304588317871
4,52,3.5598397254943848,0.224436953663826,0.23398226499557495
5,1,7.1220293045043945,0.24866743385791779,0.2935049831867218
5,2,4.444199562072754,0.2047024965286255,0.25652384757995605
5,3,5.021461486816406,0.28911590576171875,0.2288379669189453
5,4,5.544717311859131,0.2467671036720276,0.24509796500205994
5,5,5.183131217956543,0.266810804605484,0.2927986979484558
5,6,6.197956562042236,0.2559470534324646,0.27839386463165283
5,7,5.2945427894592285,0.2526453733444214,0.2332807183265686
5,8,4.340867042541504,0.24681493639945984,0.251993328332901
5,9,4.86182975769043,0.2747657299041748,0.25235146284103394
5,10,5.1457672119140625,0.2534881830215454,0.2924845814704895
5,11,4.286228179931641,0.2045186161994934,0.20698967576026917
5,12,4.507450103759766,0.23552042245864868,0.2888253927230835
5,13,6.3466010093688965,0.2416822612285614,0.3554484248161316
5,14,4.971049785614014,0.22866587340831757,0.22146430611610413
5,15,4.520687580108643,0.22338375449180603,0.34487250447273254
5,16,5.261364459991455,0.28160321712493896,0.38348710536956787
5,17,4.808786392211914,0.25679394602775574,0.2959882616996765
5,18,4.36579704284668,0.30754563212394714,0.26138317584991455
5,19,4.551998138427734,0.24649518728256226,0.36703112721443176
5,20,5.2013959884643555,0.27501869201660156,0.3735569715499878
5,21,4.348040580749512,0.24818655848503113,0.30836787819862366
5,22,5.424326419830322,0.2290402054786682,0.1895698606967926
5,23,4.938101291656494,0.22732996940612793,0.17347072064876556
5,24,5.2903361320495605,0.28648078441619873,0.28211790323257446
5,25,5.395793437957764,0.2451893538236618,0.22618405520915985
5,26,4.555105686187744,0.2354436218738556,0.2526947855949402
5,27,4.729743957519531,0.23627208173274994,0.231527641415596
5,28,4.11531925201416,0.23447927832603455,0.19170045852661133
5,29,4.383205890655518,0.26709234714508057,0.27134016156196594
5,30,4.764562606811523,0.24428027868270874,0.2192426323890686
5,31,4.655697345733643,0.2543630301952362,0.2735130786895752
5,32,6.796748638153076,0.24990636110305786,0.21306124329566956
5,33,5.780022621154785,0.2928663492202759,0.3123806118965149
5,34,6.668914318084717,0.23936262726783752,0.2868940234184265
5,35,5.073555946350098,0.21747517585754395,0.17623841762542725
5,36,4.405932426452637,0.26487085223197937,0.23146659135818481
5,37,4.705445766448975,0.3024691045284271,0.24051733314990997
5,38,4.602632999420166,0.24330046772956848,0.24675431847572327
5,39,5.543767929077148,0.19485653936862946,0.21780052781105042
5,40,5.160907745361328,0.25603264570236206,0.2562759816646576
5,41,5.16855525970459,0.24039143323898315,0.24504122138023376
5,42,5.454700946807861,0.2492285668849945,0.2246273159980774
5,43,4.149139881134033,0.256513386964798,0.23978173732757568
5,44,5.294112205505371,0.321544885635376,0.26949211955070496
5,45,5.608489036560059,0.247615784406662,0.20157627761363983
5,46,3.946277379989624,0.2055405080318451,0.22906240820884705
5,47,5.497906684875488,0.2144078016281128,0.20615728199481964
5,48,5.962097644805908,0.26102471351623535,0.22306302189826965
5,49,4.247101783752441,0.22356095910072327,0.176914244890213
5,50,5.410170078277588,0.24187391996383667,0.39998137950897217
5,51,5.963644027709961,0.2613341510295868,0.26680788397789
5,52,4.678289413452148,0.20961040258407593,0.19651862978935242
6,1,5.734279155731201,0.250139981508255,0.267421156167984
6,2,5.9654645919799805,0.26491355895996094,0.3898007273674011
6,3,5.244158744812012,0.23004677891731262,0.3725026845932007
6,4,6.610563278198242,0.19763293862342834,0.3011777102947235
6,5,6.320921897888184,0.23826882243156433,0.24450291693210602
6,6,5.839394569396973,0.22428973019123077,0.18076017498970032
6,7,4.560558319091797,0.2461608648300171,0.2396647334098816
6,8,4.566264629364014,0.2188461571931839,0.21255245804786682
6,9,5.261782646179199,0.22571830451488495,0.18977981805801392
6,10,5.678045272827148,0.1984948217868805,0.2046821117401123
6,11,5.410275459289551,0.25923171639442444,0.25034692883491516
6,12,4.271637439727783,0.2125021517276764,0.1560216248035431
6,13,4.778476715087891,0.21882060170173645,0.18597468733787537
6,14,4.865211486816406,0.2711181640625,0.2117568850517273
6,15,4.8824591636657715,0.22563932836055756,0.2071278691291809
6,16,6.2082109451293945,0.2416747659444809,0.1948462724685669
6,17,3.862541675567627,0.2132394015789032,0.1832311451435089
6,18,6.1321282386779785,0.25253531336784363,0.22645297646522522
6,19,6.219371795654297,0.285214364528656,0.24173703789710999
6,20,4.872258186340332,0.23338502645492554,0.23727916181087494
6,21,5.155195236206055,0.2273552119731903,0.1965712457895279
6,22,5.9050445556640625,0.23516994714736938,0.19435200095176697
6,23,5.377675533294678,0.23881986737251282,0.28442493081092834
6,24,4.869650840759277,0.24174900352954865,0.2544611692428589
6,25,4.543165683746338,0.21886956691741943,0.21366968750953674
6,26,6.767611026763916,0.22982922196388245,0.2772555947303772
6,27,4.4942755699157715,0.20179909467697144,0.1574157476425171
6,28,5.5409135818481445,0.16229310631752014,0.18983429670333862
6,29,5.211383819580078,0.30109351873397827,0.3310827910900116
6,30,4.37487268447876,0.1979704648256302,0.1229388415813446
6,31,5.147533893585205,0.23371943831443787,0.24089452624320984
6,32,4.797509670257568,0.21826839447021484,0.21571648120880127
6,33,3.617184638977051,0.26910310983657837,0.1841852068901062
6,34,5.8956804275512695,0.28704652190208435,0.1456063836812973
6,35,5.261845111846924,0.2040768265724182,0.18854737281799316
6,36,4.48146390914917,0.21457695960998535,0.19653981924057007
6,37,6.7422614097595215,0.23081408441066742,0.24401414394378662
6,38,6.29570198059082,0.271216481924057,0.2783384323120117
6,39,4.972462177276611,0.19628390669822693,0.24057811498641968
6,40,5.828782081604004,0.2962123155593872,0.30912792682647705
6,41,5.538632869720459,0.264093816280365,0.37227633595466614
6,42,4.964483261108398,0.24863629043102264,0.670166015625
6,43,6.484296798706055,0.2083900272846222,0.45968055725097656
6,44,4.6480021476745605,0.2863808572292328,0.39506328105926514
6,45,4.222700595855713,0.276806503534317,0.3118845820426941
6,46,4.233549118041992,0.19086065888404846,0.3749906122684479
6,47,5.554934501647949,0.22672824561595917,0.34040528535842896
6,48,5.569716453552246,0.25075656175613403,0.3447975516319275
6,49,4.8175153732299805,0.22802554070949554,0.23037104308605194
6,50,4.87880802154541,0.26318231225013733,0.3187129497528076
6,51,6.289715766906738,0.36618027091026306,0.27008241415023804
6,52,4.198849678039551,0.2685508728027344,0.18119990825653076
7,1,3.5861563682556152,0.27182161808013916,0.27834171056747437
7,2,5.742205619812012,0.23645366728305817,0.3099127411842346
7,3,4.009685516357422,0.2358238697052002,0.2430303692817688
7,4,4.076583385467529,0.24661166965961456,0.25697407126426697
7,5,4.402406692504883,0.23590336740016937,0.16205576062202454
7,6,4.867715358734131,0.27184149622917175,0.22186321020126343
7,7,5.420591354370117,0.25790920853614807,0.20150867104530334
7,8,5.712390899658203,0.2795889377593994,0.22346927225589752
7,9,5.589701175689697,0.28006887435913086,0.30242064595222473
7,10,4.516465187072754,0.20414580404758453,0.18698135018348694
7,11,4.106318473815918,0.1786714792251587,0.1369350254535675
7,12,5.757455825805664,0.22631710767745972,0.28189539909362793
7,13,4.769437789916992,0.26927754282951355,0.26902738213539124
7,14,4.931078910827637,0.16087262332439423,0.21063855290412903
7,15,4.745174884796143,0.2739977240562439,0.34492185711860657
7,16,3.7731170654296875,0.24096328020095825,0.2178465723991394
7,17,4.742401599884033,0.215816929936409,0.2682199478149414
7,18,4.78786563873291,0.20880338549613953,0.22280852496623993
7,19,3.9008710384368896,0.18637992441654205,0.21558812260627747
7,20,4.597324848175049,0.22864261269569397,0.2706306576728821
7,21,4.418085098266602,0.22413161396980286,0.22460231184959412
7,22,4.92064094543457,0.2418648898601532,0.2362806349992752
7,23,4.5849528312683105,0.2472325563430786,0.19798442721366882
7,24,5.135643482208252,0.2852185368537903,0.22936955094337463
7,25,5.0425801277160645,0.217003732919693,0.2114502191543579
7,26,4.695608139038086,0.2726840376853943,0.23784485459327698
7,27,5.6557159423828125,0.23938298225402832,0.18702232837677002
7,28,4.510392189025879,0.23949585855007172,0.17955288290977478
7,29,4.1257219314575195,0.20319610834121704,0.17945316433906555
7,30,4.676409721374512,0.2750796675682068,0.23136751353740692
7,31,4.80150032043457,0.3462388515472412,0.2028501331806183
7,32,4.809215545654297,0.45840194821357727,0.15782012045383453
7,33,5.689599990844727,0.5756434798240662,0.26663753390312195
7,34,6.642337322235107,0.7938739061355591,0.2567984461784363
7,35,5.3581743240356445,0.7480396032333374,0.15883494913578033
7,36,5.863367557525635,0.5640764236450195,0.19735389947891235
7,37,4.6386213302612305,0.367556095123291,0.2232091873884201
7,38,5.286698341369629,0.35909196734428406,0.1579553335905075
7,39,5.63284969329834,0.5291315317153931,0.20745927095413208
7,40,4.9988861083984375,0.36252671480178833,0.3340182602405548
7,41,4.586877822875977,0.27558058500289917,0.27663105726242065
7,42,4.599491119384766,0.3235909044742584,0.22216519713401794
7,43,4.542553901672363,0.27201390266418457,0.2221011519432068
7,44,4.434833526611328,0.1860458254814148,0.11243699491024017
7,45,5.263189315795898,0.2287992537021637,0.20265576243400574
7,46,6.222453594207764,0.2736877501010895,0.3024255037307739
7,47,5.3714823722839355,0.25761324167251587,0.2173728048801422
7,48,5.320457458496094,0.2065538465976715,0.1931927651166916
7,49,4.583802223205566,0.2632986903190613,0.2977253198623657
7,50,5.277453899383545,0.244500994682312,0.24973098933696747
7,51,4.750070095062256,0.27338695526123047,0.22560371458530426
7,52,4.844265460968018,0.22346293926239014,0.2575855553150177
8,1,5.123903274536133,0.23221085965633392,0.20804229378700256
8,2,6.122931480407715,0.25617748498916626,0.2095007300376892
8,3,4.230072021484375,0.2502173185348511,0.2518180310726166
8,4,4.117092132568359,0.1856032907962799,0.12925580143928528
8,5,4.806977272033691,0.2405078411102295,0.1470794677734375
8,6,3.8425707817077637,0.2392527312040329,0.2221752107143402
8,7,4.402272701263428,0.22949370741844177,0.16896209120750427
8,8,3.8126585483551025,0.2267397940158844,0.21446868777275085
8,9,7.210766315460205,0.29390206933021545,0.28842538595199585
8,10,4.814068794250488,0.20787155628204346,0.1445440798997879
8,11,4.696078300476074,0.22256335616111755,0.19253551959991455
8,12,5.016448020935059,0.24273090064525604,0.18633297085762024
8,13,4.72981071472168,0.250461608171463,0.28736984729766846
8,14,4.858030319213867,0.22278954088687897,0.27599677443504333
8,15,5.810797691345215,0.2431238293647766,0.25326472520828247
8,16,4.523861885070801,0.2517031133174896,0.21203741431236267
8,17,5.228742599487305,0.220505490899086,0.17514070868492126
8,18,4.243351936340332,0.2042854130268097,0.212577223777771
8,19,3.6500868797302246,0.23331861197948456,0.2558141350746155
8,20,4.730871677398682,0.24129027128219604,0.2513544261455536
8,21,4.415750503540039,0.17739006876945496,0.10215023159980774
8,22,4.875645637512207,0.20052216947078705,0.14680258929729462
8,23,5.165802001953125,0.20195186138153076,0.2818957567214966
8,24,4.719838619232178,0.20272110402584076,0.19283437728881836
8,25,4.59491491317749,0.24722212553024292,0.20578324794769287
8,26,4.590305328369141,0.21392130851745605,0.1974150836467743
8,27,4.1143622398376465,0.19868361949920654,0.20358169078826904
8,28,4.376556396484375,0.20254789292812347,0.15146303176879883
8,29,4.541411876678467,0.2148994505405426,0.19960801303386688
8,30,4.420477390289307,0.19818848371505737,0.1841953992843628
8,31,5.562199592590332,0.25691893696784973,0.22959278523921967
8,32,5.359667778015137,0.16157793998718262,0.1424352377653122
8,33,4.035429954528809,0.2952917218208313,0.2639690041542053
8,34,5.349549293518066,0.19315585494041443,0.252166211605072
8,35,4.302952289581299,0.27053385972976685,0.3165418803691864
8,36,5.4355854988098145,0.21685145795345306,0.1990778148174286
8,37,4.658306121826172,0.190286785364151,0.10097121447324753
8,38,4.224564075469971,0.24827882647514343,0.3369198441505432
8,39,4.0833635330200195,0.18700632452964783,0.18260300159454346
8,40,6.08244514465332,0.28398269414901733,0.2526850998401642
8,41,5.3622236251831055,0.24336382746696472,0.2755681276321411
8,42,4.064225196838379,0.18679329752922058,0.15441887080669403
8,43,4.652955055236816,0.26319774985313416,0.2886357307434082
8,44,5.297881126403809,0.23353086411952972,0.18369725346565247
8,45,4.61428689956665,0.25566309690475464,0.2278933823108673
8,46,6.136321067810059,0.18553954362869263,0.20091018080711365
8,47,4.359862327575684,0.24686086177825928,0.2391493022441864
8,48,7.0727739334106445,0.23648595809936523,0.21345096826553345
8,49,5.625483989715576,0.23995307087898254,0.23506614565849304
8,50,5.575023651123047,0.20210397243499756,0.18477052450180054
8,51,5.3562235832214355,0.2308603674173355,0.1877027302980423
8,52,5.191368579864502,0.1875971555709839,0.19155079126358032
9,1,4.88006591796875,0.2268764078617096,0.15325242280960083
9,2,5.247930526733398,0.24922552704811096,0.16653576493263245
9,3,4.560060501098633,0.23023447394371033,0.27270373702049255
9,4,4.511492729187012,0.2137078046798706,0.19163572788238525
9,5,5.362274169921875,0.2069212794303894,0.2554212212562561
9,6,5.543022155761719,0.2202744483947754,0.23754996061325073
9,7,5.06794548034668,0.21405696868896484,0.26495417952537537
9,8,4.113147735595703,0.1764458417892456,0.1343638300895691
9,9,4.928791522979736,0.25283318758010864,0.23715490102767944
9,10,5.754628658294678,0.29573848843574524,0.2078019231557846
9,11,5.911538124084473,0.21482539176940918,0.16463406383991241
9,12,5.549550533294678,0.21842056512832642,0.2507058382034302
9,13,4.642191410064697,0.2119835913181305,0.2187102735042572
9,14,5.211435794830322,0.2275928258895874,0.2149241715669632
9,15,5.167086601257324,0.18915340304374695,0.1296004205942154
9,16,5.497208118438721,0.17907948791980743,0.1583878993988037
9,17,4.992942810058594,0.2147647738456726,0.26036351919174194
9,18,4.81320858001709,0.18948325514793396,0.1773834228515625
9,19,4.8387908935546875,0.20346100628376007,0.21773599088191986
9,20,5.8444600105285645,0.18725153803825378,0.22594085335731506
9,21,4.298006057739258,0.19604985415935516,0.1346723586320877
9,22,4.47761869430542,0.15665994584560394,0.1470363289117813
9,23,4.629248142242432,0.21478816866874695,0.24944430589675903
9,24,4.030752182006836,0.2768990993499756,0.1434565782546997
9,25,5.551679611206055,0.400058776140213,0.2407640814781189
9,26,4.912907123565674,0.2541807293891907,0.17502407729625702
9,27,4.366011142730713,0.17043522000312805,0.22831621766090393
9,28,5.176187992095947,0.28675276041030884,0.19580914080142975
9,29,4.356377601623535,0.22141440212726593,0.12589868903160095
9,30,4.607084274291992,0.1916649341583252,0.2567208707332611
9,31,5.756381988525391,0.23671704530715942,0.27998340129852295
9,32,4.430426597595215,0.21592573821544647,0.27301767468452454
9,33,5.144471168518066,0.1899372637271881,0.16192063689231873
9,34,4.740160942077637,0.20509999990463257,0.22195947170257568
9,35,4.2814717292785645,0.2590125799179077,0.28196555376052856
9,36,4.77634334564209,0.20529231429100037,0.2651814818382263
9,37,5.052595138549805,0.20340624451637268,0.1957678645849228
9,38,4.614323616027832,0.2712586522102356,0.22462625801563263
9,39,4.19842529296875,0.2195691019296646,0.14311587810516357
9,40,5.595706939697266,0.22942423820495605,0.3123547434806824
9,41,3.9535064697265625,0.25154900550842285,0.2700343430042267
9,42,4.904378414154053,0.24813663959503174,0.34015998244285583
9,43,4.767852306365967,0.30905699729919434,0.42073673009872437
9,44,4.665188789367676,0.18817317485809326,0.20418405532836914
9,45,4.844014644622803,0.16339311003684998,0.33420810103416443
9,46,4.193459987640381,0.20246076583862305,0.24006564915180206
9,47,5.102939128875732,0.20334124565124512,0.2572505474090576
9,48,6.216834545135498,0.19908297061920166,0.22268307209014893
9,49,5.892169952392578,0.199322909116745,0.40126070380210876
